Education,Income,Age,Living_With,Total_Children,Kidhome,Teenhome,Recency,Wines,Fruits,Meats,Fish,Sweets,Golds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,Complain,Country,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Day,Dayofweek,Month,Year,Is_Parent,Total_Spent,Income_Bucket,Age_Group,TotalCampaignsAcc,is_accepted
Graduate,43776.0,41,Partner,1,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,Spain,0,0,0,0,3,Saturday,5,2014,1,23,Middle,40-50,0,Not Accepted
Graduate,52074.0,57,Alone,1,0,1,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,India,0,0,0,0,4,Friday,4,2014,1,119,Middle,50-60,1,Accepted
Undergraduate,22123.0,64,Alone,0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,Australia,0,0,0,0,27,Thursday,3,2014,0,102,Lower,60-70,0,Not Accepted
Postgraduate,35544.0,46,Alone,1,1,0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,South Africa,0,0,0,0,8,Saturday,3,2014,1,67,Middle,40-50,0,Not Accepted
Postgraduate,59060.0,35,Partner,1,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,Spain,0,0,0,0,11,Saturday,1,2014,1,274,Middle,30-40,0,Not Accepted
Graduate,65665.0,48,Partner,1,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,Spain,0,0,0,0,2,Monday,12,2013,1,945,Middle,40-50,0,Not Accepted
Graduate,29819.0,53,Alone,1,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,Spain,0,0,0,0,24,Thursday,10,2013,1,39,Lower,50-60,0,Not Accepted
Graduate,81217.0,35,Alone,0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,Spain,0,0,0,0,19,Friday,7,2013,0,1157,Upper,30-40,0,Not Accepted
Graduate,81217.0,35,Alone,0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,Spain,0,0,0,0,19,Friday,7,2013,0,1157,Upper,30-40,0,Not Accepted
Graduate,26095.0,34,Alone,1,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,Spain,0,0,0,0,30,Sunday,6,2013,1,42,Lower,30-40,0,Not Accepted
Postgraduate,65706.0,54,Alone,0,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,0,Canada,1,0,1,1,28,Friday,6,2013,0,1199,Middle,50-60,4,Accepted
Graduate,31859.0,48,Alone,1,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,South Africa,0,0,0,0,14,Friday,6,2013,1,20,Lower,40-50,0,Not Accepted
Postgraduate,93027.0,80,Partner,0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,0,Spain,1,0,0,0,13,Saturday,4,2013,0,2119,Upper,70-80,1,Accepted
Graduate,58710.0,54,Alone,1,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,Australia,0,0,0,0,31,Sunday,3,2013,1,1185,Middle,50-60,0,Not Accepted
Postgraduate,49618.0,58,Partner,2,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,Spain,0,0,0,0,26,Saturday,1,2013,1,129,Middle,50-60,0,Not Accepted
Postgraduate,58308.0,60,Alone,1,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,Spain,0,0,0,0,12,Saturday,1,2013,1,900,Middle,50-60,0,Not Accepted
Graduate,40800.0,60,Partner,3,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,1,Spain,0,0,0,0,1,Tuesday,1,2013,1,99,Middle,50-60,0,Not Accepted
Graduate,18690.0,65,Partner,0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,Spain,0,0,0,0,28,Friday,12,2012,0,60,Lower,60-70,0,Not Accepted
Graduate,18690.0,65,Partner,0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,Germany,0,0,0,0,28,Friday,12,2012,0,60,Lower,60-70,0,Not Accepted
Graduate,18690.0,65,Partner,0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,Spain,0,0,0,0,28,Friday,12,2012,0,60,Lower,60-70,0,Not Accepted
Graduate,28087.0,66,Partner,2,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,India,0,0,0,0,11,Tuesday,12,2012,1,112,Lower,60-70,0,Not Accepted
Graduate,75702.0,57,Partner,2,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,South Africa,0,0,0,0,29,Wednesday,8,2012,1,1148,Upper,50-60,0,Not Accepted
Postgraduate,32892.0,53,Partner,1,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,South Africa,0,0,0,0,25,Sunday,5,2014,1,46,Lower,50-60,0,Not Accepted
Postgraduate,32892.0,53,Partner,1,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,Spain,0,0,0,0,25,Sunday,5,2014,1,46,Lower,50-60,0,Not Accepted
Postgraduate,89120.0,65,Partner,0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,0,Spain,1,0,0,0,17,Monday,3,2014,0,1924,Upper,60-70,1,Accepted
Graduate,27116.0,63,Partner,2,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,South Africa,0,0,0,0,2,Sunday,3,2014,1,41,Lower,60-70,0,Not Accepted
Graduate,46107.0,35,Alone,1,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,South Africa,0,0,0,0,10,Monday,2,2014,1,125,Middle,30-40,0,Not Accepted
Postgraduate,54466.0,51,Alone,2,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,Spain,0,0,0,0,9,Sunday,2,2014,1,16,Middle,50-60,0,Not Accepted
Graduate,59686.0,59,Alone,1,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,Canada,0,0,0,0,25,Saturday,1,2014,1,274,Middle,50-60,0,Not Accepted
Graduate,82460.0,74,Alone,0,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,South Africa,0,0,0,0,2,Monday,12,2013,0,974,Upper,70-80,0,Not Accepted
Postgraduate,76045.0,64,Alone,0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,Spain,0,1,0,0,15,Friday,11,2013,0,1323,Upper,60-70,1,Accepted
Graduate,83829.0,49,Alone,0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,0,Spain,1,1,0,1,8,Tuesday,10,2013,0,1862,Upper,40-50,4,Accepted
Graduate,83829.0,49,Alone,0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,0,Spain,1,1,0,1,8,Tuesday,10,2013,0,1862,Upper,40-50,4,Accepted
Postgraduate,32889.0,56,Partner,2,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,Spain,0,0,0,0,6,Friday,9,2013,1,55,Lower,50-60,0,Not Accepted
Postgraduate,33462.0,45,Alone,1,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,South Africa,0,0,0,0,7,Wednesday,8,2013,1,54,Lower,40-50,0,Not Accepted
Graduate,36627.0,49,Alone,2,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,South Africa,0,0,0,0,23,Tuesday,7,2013,1,16,Middle,40-50,0,Not Accepted
Graduate,28718.0,42,Partner,1,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,India,0,0,0,0,13,Saturday,7,2013,1,57,Lower,40-50,0,Not Accepted
Graduate,77981.0,52,Partner,1,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,Spain,0,0,0,0,26,Sunday,5,2013,1,664,Upper,50-60,0,Not Accepted
Graduate,60230.0,68,Alone,1,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,Spain,0,0,0,0,20,Monday,5,2013,1,1067,Middle,60-70,0,Not Accepted
Graduate,74918.0,55,Partner,0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,Spain,1,0,0,0,12,Tuesday,3,2013,0,2047,Upper,50-60,1,Accepted
Graduate,40464.0,71,Alone,1,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,Spain,0,0,0,0,11,Friday,1,2013,1,630,Middle,70-80,0,Not Accepted
Postgraduate,64857.0,68,Alone,0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,Spain,0,0,0,0,23,Friday,11,2012,0,1540,Middle,60-70,0,Not Accepted
Postgraduate,64857.0,68,Alone,0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,Canada,0,0,0,0,23,Friday,11,2012,0,1540,Middle,60-70,0,Not Accepted
Graduate,63381.0,64,Partner,1,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,Spain,0,0,0,0,5,Friday,10,2012,1,1005,Middle,60-70,0,Not Accepted
Graduate,63381.0,64,Partner,1,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,Spain,0,0,0,0,5,Friday,10,2012,1,1005,Middle,60-70,0,Not Accepted
Postgraduate,66664.0,42,Partner,0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,Spain,0,0,0,0,25,Tuesday,9,2012,0,1289,Middle,40-50,0,Not Accepted
Postgraduate,66664.0,42,Partner,0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,South Africa,0,0,0,0,25,Tuesday,9,2012,0,1289,Middle,40-50,0,Not Accepted
Graduate,86358.0,58,Alone,2,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,Spain,0,0,0,0,8,Wednesday,8,2012,1,1722,Upper,50-60,0,Not Accepted
Graduate,41443.0,47,Partner,1,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,South Africa,0,0,0,0,1,Tuesday,4,2014,1,482,Middle,40-50,0,Not Accepted
Postgraduate,57072.0,63,Partner,1,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,Canada,0,0,0,0,24,Friday,1,2014,1,1034,Middle,60-70,1,Accepted
Graduate,54178.0,57,Partner,1,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,Germany,0,0,0,0,21,Tuesday,1,2014,1,194,Middle,50-60,0,Not Accepted
Postgraduate,48767.0,74,Alone,3,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,Australia,0,0,0,0,1,Wednesday,1,2014,1,63,Middle,70-80,0,Not Accepted
Postgraduate,51124.0,69,Alone,2,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,Canada,0,0,0,0,18,Wednesday,12,2013,1,43,Middle,60-70,0,Not Accepted
Graduate,43020.0,54,Alone,1,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,USA,0,0,0,0,30,Saturday,11,2013,1,223,Middle,50-60,0,Not Accepted
Graduate,49980.0,61,Alone,1,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,India,0,0,0,0,23,Wednesday,10,2013,1,195,Middle,60-70,0,Not Accepted
Graduate,72906.0,69,Alone,0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,Spain,0,0,0,0,17,Tuesday,9,2013,0,1151,Upper,60-70,0,Not Accepted
Postgraduate,25176.0,48,Partner,2,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,Germany,0,0,0,0,10,Saturday,8,2013,1,13,Lower,40-50,0,Not Accepted
Graduate,96876.0,47,Partner,0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,0,Spain,1,1,0,1,6,Tuesday,8,2013,0,1941,Upper,40-50,4,Accepted
Postgraduate,31086.0,45,Partner,2,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,Germany,0,0,0,0,4,Saturday,5,2013,1,48,Lower,40-50,1,Accepted
Graduate,24072.0,41,Alone,1,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,Spain,0,0,0,0,16,Tuesday,4,2013,1,23,Lower,40-50,0,Not Accepted
Graduate,76773.0,70,Alone,0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,Spain,0,0,0,0,25,Monday,2,2013,0,1156,Upper,60-70,0,Not Accepted
Graduate,72190.0,59,Partner,0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,Australia,0,0,0,0,13,Wednesday,2,2013,0,1947,Upper,50-60,0,Not Accepted
Postgraduate,83837.0,76,Partner,0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,India,0,1,0,1,16,Sunday,12,2012,0,1318,Upper,70-80,3,Accepted
Graduate,17345.0,46,Partner,1,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,Spain,0,0,0,0,3,Saturday,11,2012,1,58,Lower,40-50,0,Not Accepted
Postgraduate,75154.0,66,Alone,1,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,USA,0,0,0,1,4,Tuesday,9,2012,1,1143,Upper,60-70,1,Accepted
Undergraduate,28249.0,63,Partner,0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,India,0,0,0,0,15,Sunday,6,2014,0,43,Lower,60-70,0,Not Accepted
Undergraduate,28249.0,63,Partner,0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,Spain,0,0,0,0,15,Sunday,6,2014,0,43,Lower,60-70,0,Not Accepted
Postgraduate,69661.0,44,Partner,0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,India,0,0,0,0,13,Tuesday,5,2014,0,834,Upper,40-50,0,Not Accepted
Postgraduate,27922.0,45,Partner,1,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,South Africa,0,0,0,0,10,Saturday,5,2014,1,41,Lower,40-50,0,Not Accepted
Postgraduate,45903.0,58,Partner,1,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,South Africa,0,0,0,0,23,Wednesday,4,2014,1,66,Middle,50-60,0,Not Accepted
Postgraduate,36273.0,47,Alone,1,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,Spain,0,0,0,0,16,Wednesday,4,2014,1,76,Middle,40-50,0,Not Accepted
Postgraduate,70777.0,56,Partner,1,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,Spain,0,0,0,0,25,Tuesday,2,2014,1,787,Upper,50-60,0,Not Accepted
Graduate,17148.0,48,Partner,1,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,Canada,0,0,0,0,28,Tuesday,1,2014,1,68,Lower,40-50,0,Not Accepted
Postgraduate,66476.0,55,Partner,1,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,Germany,0,0,0,0,4,Wednesday,12,2013,1,1013,Middle,50-60,0,Not Accepted
Postgraduate,45057.0,45,Partner,1,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,USA,0,0,0,0,1,Sunday,12,2013,1,50,Middle,40-50,0,Not Accepted
Graduate,41120.0,56,Partner,2,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,Spain,0,0,0,0,6,Wednesday,11,2013,1,81,Middle,50-60,0,Not Accepted
Postgraduate,19485.0,38,Alone,2,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,India,0,0,0,0,24,Tuesday,9,2013,1,10,Lower,30-40,0,Not Accepted
Postgraduate,21840.0,41,Partner,1,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,Spain,0,0,0,0,21,Sunday,7,2013,1,27,Lower,40-50,0,Not Accepted
Postgraduate,41473.0,39,Alone,1,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,Spain,0,0,0,0,19,Wednesday,6,2013,1,76,Middle,30-40,0,Not Accepted
Postgraduate,31395.0,68,Alone,2,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,Spain,0,0,0,0,23,Saturday,3,2013,1,64,Lower,60-70,0,Not Accepted
Postgraduate,68117.0,77,Alone,1,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,Spain,0,0,0,1,10,Sunday,3,2013,1,930,Middle,70-80,2,Accepted
Postgraduate,47682.0,49,Alone,1,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,Spain,0,0,0,0,15,Friday,2,2013,1,521,Middle,40-50,0,Not Accepted
Postgraduate,83151.0,52,Partner,0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,0,Spain,1,1,0,1,10,Sunday,2,2013,0,2346,Upper,50-60,4,Accepted
Postgraduate,58086.0,55,Alone,1,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,Spain,0,0,0,0,20,Sunday,1,2013,1,792,Middle,50-60,0,Not Accepted
Postgraduate,84460.0,66,Partner,0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,0,Spain,1,1,1,1,4,Friday,1,2013,0,523,Upper,60-70,5,Accepted
Graduate,66565.0,62,Alone,1,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,Spain,0,0,0,0,5,Wednesday,12,2012,1,1065,Middle,60-70,0,Not Accepted
Graduate,23910.0,55,Alone,1,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,Spain,0,0,0,0,26,Friday,10,2012,1,67,Lower,50-60,0,Not Accepted
Graduate,35893.0,56,Alone,2,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,India,0,0,0,0,15,Monday,10,2012,1,199,Middle,50-60,0,Not Accepted
Graduate,71128.0,51,Alone,1,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,USA,0,0,0,0,6,Saturday,10,2012,1,1615,Upper,50-60,0,Not Accepted
Postgraduate,38683.0,35,Partner,1,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,India,0,0,0,0,4,Thursday,10,2012,1,341,Middle,30-40,0,Not Accepted
Graduate,37150.0,53,Partner,1,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,USA,0,0,0,0,11,Tuesday,9,2012,1,467,Middle,50-60,0,Not Accepted
Graduate,61064.0,48,Partner,1,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,Spain,0,0,0,0,31,Friday,8,2012,1,1080,Middle,40-50,0,Not Accepted
Postgraduate,51650.0,48,Partner,1,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,India,0,0,0,0,11,Sunday,5,2014,1,191,Middle,40-50,0,Not Accepted
Postgraduate,55249.0,68,Partner,1,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,Spain,0,0,0,0,17,Thursday,4,2014,1,130,Middle,60-70,0,Not Accepted
Postgraduate,46854.0,51,Alone,2,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,India,0,0,0,1,31,Monday,3,2014,1,263,Middle,50-60,2,Accepted
Undergraduate,14421.0,28,Partner,0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,Spain,0,0,0,0,17,Monday,2,2014,0,16,Lower,20-30,1,Accepted
Postgraduate,54132.0,55,Partner,1,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,Germany,0,0,0,0,16,Sunday,2,2014,1,42,Middle,50-60,0,Not Accepted
Graduate,153924.0,49,Alone,0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Spain,0,0,0,0,7,Friday,2,2014,0,6,Upper,40-50,0,Not Accepted
Graduate,64813.0,46,Partner,1,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,Spain,0,0,0,0,2,Thursday,1,2014,1,745,Middle,40-50,0,Not Accepted
Postgraduate,61872.0,54,Partner,1,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,Canada,0,0,0,0,13,Friday,12,2013,1,573,Middle,50-60,0,Not Accepted
Graduate,58025.0,45,Partner,1,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,India,0,0,0,0,26,Tuesday,11,2013,1,470,Middle,40-50,0,Not Accepted
Postgraduate,83790.0,76,Partner,0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,0,South Africa,1,0,0,0,15,Friday,11,2013,0,1615,Upper,70-80,2,Accepted
Graduate,34350.0,45,Partner,1,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,Australia,0,0,0,0,19,Saturday,10,2013,1,48,Lower,40-50,0,Not Accepted
Postgraduate,33438.0,66,Alone,2,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,Spain,0,0,0,0,22,Sunday,9,2013,1,90,Lower,60-70,0,Not Accepted
Postgraduate,21955.0,38,Partner,1,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,Spain,0,0,0,0,7,Saturday,9,2013,1,55,Lower,30-40,0,Not Accepted
Postgraduate,60491.0,53,Partner,1,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,Spain,0,0,0,0,6,Friday,9,2013,1,1028,Middle,50-60,0,Not Accepted
Postgraduate,59304.0,60,Partner,1,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,Spain,0,0,0,0,29,Monday,7,2013,1,1048,Middle,50-60,0,Not Accepted
Graduate,34421.0,50,Partner,1,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,Spain,0,0,0,0,1,Monday,7,2013,1,30,Lower,40-50,0,Not Accepted
Graduate,34421.0,50,Partner,1,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,South Africa,0,0,0,0,1,Monday,7,2013,1,30,Lower,40-50,0,Not Accepted
Postgraduate,51411.0,71,Alone,3,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,India,0,0,0,0,26,Sunday,5,2013,1,18,Middle,70-80,0,Not Accepted
Graduate,71964.0,66,Alone,0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,Spain,0,0,0,0,20,Monday,5,2013,0,1870,Upper,60-70,0,Not Accepted
Postgraduate,64504.0,71,Partner,3,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,Spain,0,0,0,1,4,Monday,3,2013,1,1314,Middle,70-80,1,Accepted
Graduate,49678.0,63,Partner,1,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,Spain,0,0,0,0,2,Saturday,2,2013,1,315,Middle,60-70,0,Not Accepted
Postgraduate,60482.0,48,Alone,1,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,South Africa,0,0,0,0,23,Wednesday,1,2013,1,507,Middle,40-50,0,Not Accepted
Postgraduate,55260.0,52,Alone,1,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,South Africa,0,0,0,0,12,Wednesday,12,2012,1,1139,Middle,50-60,0,Not Accepted
Postgraduate,67369.0,55,Alone,1,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,0,Spain,1,0,0,1,17,Saturday,11,2012,1,1461,Middle,50-60,3,Accepted
Postgraduate,47175.0,62,Partner,2,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,South Africa,0,0,0,1,28,Sunday,10,2012,1,240,Middle,60-70,2,Accepted
Graduate,68743.0,57,Alone,0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,USA,0,0,0,0,30,Thursday,8,2012,0,2074,Upper,50-60,0,Not Accepted
Postgraduate,56937.0,43,Partner,1,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,Spain,0,0,0,1,4,Saturday,8,2012,1,906,Middle,40-50,2,Accepted
Graduate,83033.0,38,Partner,1,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,South Africa,0,1,0,0,18,Sunday,5,2014,1,1761,Upper,30-40,1,Accepted
Graduate,37697.0,48,Alone,1,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,India,0,0,0,0,7,Friday,2,2014,1,84,Middle,40-50,0,Not Accepted
Graduate,37697.0,48,Alone,1,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,Spain,0,0,0,0,7,Friday,2,2014,1,84,Middle,40-50,0,Not Accepted
Graduate,44689.0,73,Partner,2,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,Spain,0,0,0,0,10,Friday,1,2014,1,34,Middle,70-80,1,Accepted
Postgraduate,23162.0,54,Partner,2,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,Canada,0,0,0,0,21,Saturday,12,2013,1,65,Lower,50-60,0,Not Accepted
Graduate,63033.0,65,Alone,0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,USA,0,0,0,0,15,Friday,11,2013,0,1102,Middle,60-70,0,Not Accepted
Postgraduate,40304.0,57,Alone,1,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,Canada,0,0,0,0,30,Monday,9,2013,1,57,Middle,50-60,0,Not Accepted
Graduate,40059.0,40,Partner,1,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,USA,0,0,0,0,28,Saturday,9,2013,1,414,Middle,30-40,1,Accepted
Graduate,80067.0,70,Partner,0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,0,India,1,0,0,0,19,Thursday,9,2013,0,1600,Upper,60-70,1,Accepted
Postgraduate,36038.0,43,Alone,1,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,Spain,0,0,0,0,31,Friday,5,2013,1,47,Middle,40-50,0,Not Accepted
Graduate,40521.0,56,Partner,2,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,Spain,0,0,0,0,5,Friday,4,2013,1,21,Middle,50-60,0,Not Accepted
Postgraduate,66334.0,68,Partner,1,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,Spain,0,0,0,1,3,Wednesday,4,2013,1,1161,Middle,60-70,1,Accepted
Graduate,11012.0,40,Alone,1,1,0,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,India,0,0,0,0,16,Saturday,3,2013,1,84,Lower,30-40,1,Accepted
Graduate,31615.0,48,Alone,1,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,Spain,0,0,0,0,16,Saturday,3,2013,1,51,Lower,40-50,0,Not Accepted
Postgraduate,69098.0,75,Partner,0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,Spain,0,0,0,0,16,Saturday,2,2013,0,2440,Upper,70-80,0,Not Accepted
Graduate,70792.0,73,Alone,0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,Spain,0,0,0,0,6,Wednesday,2,2013,0,1272,Upper,70-80,0,Not Accepted
Graduate,17688.0,45,Partner,1,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,1,Spain,0,0,0,0,13,Sunday,1,2013,1,11,Lower,40-50,0,Not Accepted
Undergraduate,25443.0,35,Partner,1,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,South Africa,0,0,0,0,22,Saturday,12,2012,1,32,Lower,30-40,0,Not Accepted
Postgraduate,57091.0,52,Partner,1,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,Spain,0,0,0,1,23,Friday,11,2012,1,496,Middle,50-60,2,Accepted
Postgraduate,24336.0,43,Alone,1,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,Spain,0,0,0,0,27,Monday,8,2012,1,31,Lower,40-50,0,Not Accepted
Postgraduate,51111.0,43,Partner,2,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,South Africa,0,0,0,0,19,Thursday,6,2014,1,55,Middle,40-50,0,Not Accepted
Graduate,44503.0,52,Alone,2,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,Spain,0,0,0,0,16,Wednesday,4,2014,1,48,Middle,50-60,0,Not Accepted
